Milliseconds,RPM,RPM EGO Motor,Brake Motor RPM,PWM Duty Cycle(%),Counter Torque,Counter Torque(Nm),ESC Voltage(V),ESC Input Current(A)
66700,779,1620.32,1558,17,6191.891,0.006191891,8.41,2.410000
66800,783,1628.64,1566,17,6223.685,0.006223685,8.41,2.470000
66900,784,1630.72,1568,17,6231.634,0.006231634,8.39,2.530000
67000,782,1626.56,1564,17,6215.737,0.006215737,8.41,2.340000
67100,784,1630.72,1568,17,6231.634,0.006231634,8.41,2.410000
67200,781,1624.48,1562,17,6207.788,0.006207788,8.39,2.470000
67300,781,1624.48,1562,17,6207.788,0.006207788,8.41,2.340000
67400,784,1630.72,1568,17,6231.634,0.006231634,8.39,2.530000
67500,781,1624.48,1562,17,6207.788,0.006207788,8.41,2.410000
67600,783,1628.64,1566,17,6223.685,0.006223685,8.41,2.410000
67700,783,1628.64,1566,17,6223.685,0.006223685,8.41,2.340000
67800,781,1624.48,1562,17,6207.788,0.006207788,8.41,2.410000
67900,786,1634.88,1572,17,6247.531,0.006247531,8.39,2.530000
68000,785,1632.8,1570,17,6239.582,0.006239582,8.41,2.470000
68100,789,1641.12,1578,17,6271.376,0.006271376,8.41,2.410000
68200,792,1647.36,1584,17,6295.222,0.006295222,8.41,2.410000
68300,789,1641.12,1578,17,6271.376,0.006271376,8.39,2.280000
68400,792,1647.36,1584,17,6295.222,0.006295222,8.39,2.470000
68500,792,1647.36,1584,17,6295.222,0.006295222,8.41,2.340000
68600,789,1641.12,1578,17,6271.376,0.006271376,8.41,2.410000
68700,793,1649.44,1586,19.5,6303.17,0.00630317,8.41,2.340000
68800,810,1684.8,1620,19.5,6438.295,0.006438295,8.39,3.460000
68900,828,1722.24,1656,19.5,6581.368,0.006581368,8.39,3.270000
69000,849,1765.92,1698,19.5,6748.287,0.006748287,8.39,3.400000
69100,884,1838.72,1768,19.5,7026.485,0.007026485,8.39,3.270000
69200,897,1865.76,1794,19.5,7129.815,0.007129815,8.39,3.460000
69300,931,1936.48,1862,19.5,7400.065,0.007400065,8.39,3.330000
69400,949,1973.92,1898,19.5,7543.138,0.007543138,8.39,3.330000
69500,973,2023.84,1946,19.5,7733.902,0.007733902,8.39,3.150000
69600,980,2038.4,1960,19.5,7789.542,0.007789542,8.39,3.210000
69700,1000,2080,2000,19.5,7948.512,0.007948512,8.39,3.270000
69800,1017,2115.36,2034,19.5,8083.637,0.008083637,8.39,3.090000
69900,1029,2140.32,2058,19.5,8179.019,0.008179019,8.39,3.330000
70000,1045,2173.6,2090,19.5,8306.195,0.008306195,8.39,3.330000
70100,1058,2200.64,2116,19.5,8409.526,0.008409526,8.39,3.210000
70200,1059,2202.72,2118,19.5,8417.474,0.008417474,8.39,3.150000
70300,1070,2225.6,2140,19.5,8504.908,0.008504908,8.39,3.270000
70400,1080,2246.4,2160,19.5,8584.393,0.008584393,8.39,3.270000
70500,1089,2265.12,2178,19.5,8655.93,0.00865593,8.39,3.150000
70600,1097,2281.76,2194,19.5,8719.518,0.008719518,8.39,3.330000
70700,1104,2296.32,2208,19.5,8775.157,0.008775157,8.39,3.400000
70800,1111,2310.88,2222,19.5,8830.797,0.008830797,8.39,3.270000
70900,1117,2323.36,2234,19.5,8878.488,0.008878488,8.39,3.210000
71000,1115,2319.2,2230,19.5,8862.591,0.008862591,8.39,3.270000
71100,1122,2333.76,2244,19.5,8918.231,0.008918231,8.39,3.090000
71200,1128,2346.24,2256,19.5,8965.922,0.008965922,8.39,3.020000
71300,1135,2360.8,2270,19.5,9021.561,0.009021561,8.39,3.150000
71400,1141,2373.28,2282,19.5,9069.252,0.009069252,8.39,3.270000
71500,1148,2387.84,2296,19.5,9124.892,0.009124892,8.39,3.270000
71600,1152,2396.16,2304,19.5,9156.686,0.009156686,8.39,3.150000
71700,1155,2402.4,2310,19.5,9180.532,0.009180532,8.39,3.270000
71800,1158,2408.64,2316,19.5,9204.377,0.009204377,8.39,3.330000
71900,1160,2412.8,2320,19.5,9220.274,0.009220274,8.39,3.150000
72000,1164,2421.12,2328,19.5,9252.068,0.009252068,8.39,3.210000
72100,1168,2429.44,2336,19.5,9283.862,0.009283862,8.39,3.210000
72200,1165,2423.2,2330,19.5,9260.017,0.009260017,8.39,3.270000
72300,1168,2429.44,2336,19.5,9283.862,0.009283862,8.39,3.210000
72400,1172,2437.76,2344,19.5,9315.656,0.009315656,8.39,3.270000
72500,1176,2446.08,2352,19.5,9347.45,0.00934745,8.39,3.150000
72600,1179,2452.32,2358,19.5,9371.296,0.009371296,8.39,3.210000
72700,1184,2462.72,2368,19.5,9411.038,0.009411038,8.39,3.270000
72800,1187,2468.96,2374,19.5,9434.884,0.009434884,8.39,3.210000
72900,1192,2479.36,2384,19.5,9474.626,0.009474626,8.39,3.270000
73000,1195,2485.6,2390,19.5,9498.472,0.009498472,8.39,3.270000
73100,1201,2498.08,2402,19.5,9546.163,0.009546163,8.39,3.210000
73200,1206,2508.48,2412,19.5,9585.906,0.009585906,8.39,3.400000
73300,1213,2523.04,2426,19.5,9641.545,0.009641545,8.39,3.330000
73400,1217,2531.36,2434,19.5,9673.339,0.009673339,8.39,3.400000
73500,1219,2535.52,2438,19.5,9689.236,0.009689236,8.39,3.330000
73600,1221,2539.68,2442,19.5,9705.133,0.009705133,8.39,3.330000
73700,1222,2541.76,2444,19.5,9713.082,0.009713082,8.39,3.330000
73800,1224,2545.92,2448,19.5,9728.979,0.009728979,8.39,3.330000
73900,1228,2554.24,2456,19.5,9760.773,0.009760773,8.39,3.330000
74000,1231,2560.48,2462,19.5,9784.618,0.009784618,8.39,3.400000
74100,1235,2568.8,2470,19.5,9816.413,0.009816413,8.39,3.330000
74200,1237,2572.96,2474,19.5,9832.31,0.00983231,8.39,3.330000
74300,1240,2579.2,2480,19.5,9856.155,0.009856155,8.39,3.270000
74400,1243,2585.44,2486,19.5,9880.001,0.009880001,8.39,3.270000
74500,1242,2583.36,2484,19.5,9872.052,0.009872052,8.39,3.210000
74600,1244,2587.52,2488,19.5,9887.949,0.009887949,8.39,3.400000
74700,1247,2593.76,2494,19.5,9911.795,0.009911795,8.39,3.330000
74800,1248,2595.84,2496,19.5,9919.743,0.009919743,8.39,3.150000
74900,1248,2595.84,2496,19.5,9919.743,0.009919743,8.39,3.330000
75000,1248,2595.84,2496,19.5,9919.743,0.009919743,8.39,3.330000
75100,1248,2595.84,2496,19.5,9919.743,0.009919743,8.39,3.330000
75200,1250,2600,2500,19.5,9935.64,0.00993564,8.39,3.270000
75300,1250,2600,2500,19.5,9935.64,0.00993564,8.39,3.270000
75400,1252,2604.16,2504,19.5,9951.537,0.009951537,8.39,3.330000
75500,1252,2604.16,2504,19.5,9951.537,0.009951537,8.39,3.330000
75600,1252,2604.16,2504,19.5,9951.537,0.009951537,8.39,3.210000
75700,1253,2606.24,2506,19.5,9959.486,0.009959486,8.39,3.270000
75800,1254,2608.32,2508,19.5,9967.434,0.009967434,8.39,3.330000
75900,1256,2612.48,2512,19.5,9983.331,0.009983331,8.39,3.210000
76000,1257,2614.56,2514,19.5,9991.28,0.00999128,8.39,3.270000
76100,1257,2614.56,2514,19.5,9991.28,0.00999128,8.39,3.210000
76200,1256,2612.48,2512,19.5,9983.331,0.009983331,8.39,3.270000
76300,1254,2608.32,2508,19.5,9967.434,0.009967434,8.39,3.330000
76400,1254,2608.32,2508,19.5,9967.434,0.009967434,8.39,3.150000
76500,1253,2606.24,2506,19.5,9959.486,0.009959486,8.39,3.150000
76600,1252,2604.16,2504,19.5,9951.537,0.009951537,8.39,3.020000
76700,1250,2600,2500,19.5,9935.64,0.00993564,8.39,3.400000
76800,1253,2606.24,2506,19.5,9959.486,0.009959486,8.39,3.330000
76900,1255,2610.4,2510,19.5,9975.383,0.009975383,8.39,3.270000
77000,1256,2612.48,2512,19.5,9983.331,0.009983331,8.39,3.330000
77100,1257,2614.56,2514,19.5,9991.28,0.00999128,8.39,3.400000
77200,1259,2618.72,2518,19.5,10007.177,0.010007177,8.39,3.270000
77300,1260,2620.8,2520,19.5,10015.125,0.010015125,8.39,3.330000
77400,1261,2622.88,2522,19.5,10023.074,0.010023074,8.39,3.270000
77500,1262,2624.96,2524,19.5,10031.022,0.010031022,8.39,3.400000
77600,1264,2629.12,2528,19.5,10046.919,0.010046919,8.39,3.270000
77700,1265,2631.2,2530,19.5,10054.868,0.010054868,8.39,3.270000
77800,1264,2629.12,2528,19.5,10046.919,0.010046919,8.39,3.270000
77900,1263,2627.04,2526,19.5,10038.971,0.010038971,8.39,3.210000
78000,1261,2622.88,2522,19.5,10023.074,0.010023074,8.39,3.090000
78100,1260,2620.8,2520,19.5,10015.125,0.010015125,8.39,3.210000
78200,1260,2620.8,2520,19.5,10015.125,0.010015125,8.39,3.210000
78300,1258,2616.64,2516,19.5,9999.228,0.009999228,8.39,3.330000
78400,1258,2616.64,2516,19.5,9999.228,0.009999228,8.39,3.400000
78500,1259,2618.72,2518,19.5,10007.177,0.010007177,8.39,3.270000
78600,1259,2618.72,2518,19.5,10007.177,0.010007177,8.39,3.330000
78700,1260,2620.8,2520,22.5,10015.125,0.010015125,8.39,3.400000
78800,1283,2668.64,2566,22.5,10197.941,0.010197941,8.39,4.450000
78900,1311,2726.88,2622,22.5,10420.499,0.010420499,8.39,4.320000
79000,1336,2778.88,2672,22.5,10619.212,0.010619212,8.39,4.320000
79100,1360,2828.8,2720,22.5,10809.977,0.010809977,8.39,4.450000
79200,1381,2872.48,2762,22.5,10976.895,0.010976895,8.39,4.260000
79300,1401,2914.08,2802,22.5,11135.866,0.011135866,8.39,4.320000
79400,1433,2980.64,2866,22.5,11390.218,0.011390218,8.39,4.320000
79500,1450,3016,2900,22.5,11525.343,0.011525343,8.39,4.260000
79600,1465,3047.2,2930,22.5,11644.57,0.01164457,8.39,4.380000
79700,1483,3084.64,2966,22.5,11787.644,0.011787644,8.39,4.510000
79800,1495,3109.6,2990,22.5,11883.026,0.011883026,8.39,4.260000
79900,1519,3159.52,3038,22.5,12073.79,0.01207379,8.39,4.200000
80000,1529,3180.32,3058,22.5,12153.275,0.012153275,8.39,4.320000
80100,1540,3203.2,3080,22.5,12240.709,0.012240709,8.39,4.320000
80200,1548,3219.84,3096,22.5,12304.297,0.012304297,8.39,4.260000
80300,1558,3240.64,3116,22.5,12383.782,0.012383782,8.39,4.320000
80400,1578,3282.24,3156,22.5,12542.752,0.012542752,8.39,4.320000
80500,1586,3298.88,3172,22.5,12606.34,0.01260634,8.39,4.380000
80600,1593,3313.44,3186,22.5,12661.98,0.01266198,8.39,4.320000
80700,1609,3346.72,3218,22.5,12789.156,0.012789156,8.39,4.320000
80800,1617,3363.36,3234,22.5,12852.744,0.012852744,8.39,4.380000
80900,1621,3371.68,3242,22.5,12884.538,0.012884538,8.39,4.320000
81000,1627,3384.16,3254,22.5,12932.229,0.012932229,8.39,4.260000
81100,1641,3413.28,3282,22.5,13043.508,0.013043508,8.39,4.260000
81200,1639,3409.12,3278,22.5,13027.611,0.013027611,8.39,4.200000
81300,1644,3419.52,3288,22.5,13067.354,0.013067354,8.39,4.200000
81400,1657,3446.56,3314,22.5,13170.685,0.013170685,8.39,4.320000
81500,1655,3442.4,3310,22.5,13154.788,0.013154788,8.39,4.260000
81600,1659,3450.72,3318,22.5,13186.582,0.013186582,8.39,4.260000
81700,1670,3473.6,3340,22.5,13274.015,0.013274015,8.39,4.200000
81800,1667,3467.36,3334,22.5,13250.17,0.01325017,8.39,4.200000
81900,1669,3471.52,3338,22.5,13266.067,0.013266067,8.39,4.200000
82000,1678,3490.24,3356,22.5,13337.603,0.013337603,8.39,4.200000
82100,1674,3481.92,3348,22.5,13305.809,0.013305809,8.39,4.320000
82200,1675,3484,3350,22.5,13313.758,0.013313758,8.39,4.320000
82300,1685,3504.8,3370,22.5,13393.243,0.013393243,8.39,4.260000
82400,1680,3494.4,3360,22.5,13353.5,0.0133535,8.39,4.260000
82500,1687,3508.96,3374,22.5,13409.14,0.01340914,8.39,4.260000
82600,1688,3511.04,3376,22.5,13417.089,0.013417089,8.39,4.320000
82700,1682,3498.56,3364,22.5,13369.397,0.013369397,8.39,4.140000
82800,1689,3513.12,3378,22.5,13425.037,0.013425037,8.39,4.200000
82900,1690,3515.2,3380,22.5,13432.986,0.013432986,8.39,4.200000
83000,1683,3500.64,3366,22.5,13377.346,0.013377346,8.39,4.320000
83100,1691,3517.28,3382,22.5,13440.934,0.013440934,8.39,4.260000
83200,1692,3519.36,3384,22.5,13448.883,0.013448883,8.39,4.260000
83300,1687,3508.96,3374,22.5,13409.14,0.01340914,8.39,4.200000
83400,1695,3525.6,3390,22.5,13472.728,0.013472728,8.39,4.320000
83500,1692,3519.36,3384,22.5,13448.883,0.013448883,8.39,4.380000
83600,1693,3521.44,3386,22.5,13456.831,0.013456831,8.39,4.260000
83700,1701,3538.08,3402,22.5,13520.419,0.013520419,8.39,4.200000
83800,1696,3527.68,3392,22.5,13480.677,0.013480677,8.39,4.260000
83900,1694,3523.52,3388,22.5,13464.78,0.01346478,8.39,4.140000
84000,1704,3544.32,3408,22.5,13544.265,0.013544265,8.39,4.260000
84100,1699,3533.92,3398,22.5,13504.522,0.013504522,8.39,4.260000
84200,1709,3554.72,3418,22.5,13584.007,0.013584007,8.39,4.200000
84300,1710,3556.8,3420,22.5,13591.956,0.013591956,8.39,4.320000
84400,1705,3546.4,3410,22.5,13552.213,0.013552213,8.39,4.320000
84500,1712,3560.96,3424,22.5,13607.853,0.013607853,8.39,4.260000
84600,1705,3546.4,3410,22.5,13552.213,0.013552213,8.39,4.320000
84700,1706,3548.48,3412,22.5,13560.162,0.013560162,8.39,4.200000
84800,1712,3560.96,3424,22.5,13607.853,0.013607853,8.39,4.320000
84900,1707,3550.56,3414,22.5,13568.11,0.01356811,8.39,4.320000
85000,1712,3560.96,3424,22.5,13607.853,0.013607853,8.39,4.260000
85100,1710,3556.8,3420,22.5,13591.956,0.013591956,8.39,4.320000
85200,1702,3540.16,3404,22.5,13528.368,0.013528368,8.39,4.200000
85300,1707,3550.56,3414,22.5,13568.11,0.01356811,8.39,4.200000
85400,1698,3531.84,3396,22.5,13496.574,0.013496574,8.39,4.200000
85500,1696,3527.68,3392,22.5,13480.677,0.013480677,8.39,4.200000
85600,1699,3533.92,3398,22.5,13504.522,0.013504522,8.39,4.320000
85700,1690,3515.2,3380,22.5,13432.986,0.013432986,8.39,4.200000
85800,1690,3515.2,3380,22.5,13432.986,0.013432986,8.39,4.200000
85900,1695,3525.6,3390,22.5,13472.728,0.013472728,8.39,4.260000
86000,1685,3504.8,3370,22.5,13393.243,0.013393243,8.39,4.320000
86100,1687,3508.96,3374,22.5,13409.14,0.01340914,8.39,4.010000
86200,1684,3502.72,3368,22.5,13385.294,0.013385294,8.39,4.200000
86300,1676,3486.08,3352,22.5,13321.706,0.013321706,8.39,4.200000
86400,1682,3498.56,3364,22.5,13369.397,0.013369397,8.39,4.140000
86500,1679,3492.32,3358,22.5,13345.552,0.013345552,8.39,4.200000
86600,1671,3475.68,3342,22.5,13281.964,0.013281964,8.39,4.260000
86700,1678,3490.24,3356,22.5,13337.603,0.013337603,8.39,3.950000
86800,1676,3486.08,3352,22.5,13321.706,0.013321706,8.39,3.950000
86900,1669,3471.52,3338,22.5,13266.067,0.013266067,8.39,4.080000
87000,1676,3486.08,3352,22.5,13321.706,0.013321706,8.39,4.140000
87100,1676,3486.08,3352,22.5,13321.706,0.013321706,8.39,4.080000
87200,1668,3469.44,3336,22.5,13258.118,0.013258118,8.39,4.140000
87300,1673,3479.84,3346,22.5,13297.861,0.013297861,8.39,4.320000
87400,1673,3479.84,3346,22.5,13297.861,0.013297861,8.39,4.260000
87500,1666,3465.28,3332,22.5,13242.221,0.013242221,8.39,4.080000
87600,1673,3479.84,3346,22.5,13297.861,0.013297861,8.39,4.080000
87700,1673,3479.84,3346,22.5,13297.861,0.013297861,8.39,4.010000
87800,1665,3463.2,3330,22.5,13234.273,0.013234273,8.39,4.140000
87900,1671,3475.68,3342,22.5,13281.964,0.013281964,8.39,4.260000
88000,1672,3477.76,3344,22.5,13289.912,0.013289912,8.39,4.140000
88100,1665,3463.2,3330,22.5,13234.273,0.013234273,8.39,4.140000
88200,1673,3479.84,3346,22.5,13297.861,0.013297861,8.39,4.140000
88300,1673,3479.84,3346,22.5,13297.861,0.013297861,8.39,4.140000
88400,1668,3469.44,3336,22.5,13258.118,0.013258118,8.39,3.950000
88500,1675,3484,3350,22.5,13313.758,0.013313758,8.39,4.260000
88600,1669,3471.52,3338,22.5,13266.067,0.013266067,8.39,4.260000
88700,1671,3475.68,3342,25.5,13281.964,0.013281964,8.39,4.200000
88800,1696,3527.68,3392,25.5,13480.677,0.013480677,8.39,5.310000
88900,1718,3573.44,3436,25.5,13655.544,0.013655544,8.39,5.370000
89000,1735,3608.8,3470,25.5,13790.669,0.013790669,8.39,5.370000
89100,1767,3675.36,3534,25.5,14045.021,0.014045021,8.39,5.130000
89200,1783,3708.64,3566,25.5,14172.197,0.014172197,8.39,5.190000
89300,1812,3768.96,3624,25.5,14402.704,0.014402704,8.39,5.130000
89400,1822,3789.76,3644,25.5,14482.189,0.014482189,8.39,5.190000
89500,1848,3843.84,3696,25.5,14688.85,0.01468885,8.39,5.250000
89600,1856,3860.48,3712,25.5,14752.439,0.014752439,8.39,5.250000
89700,1876,3902.08,3752,25.5,14911.409,0.014911409,8.37,5.190000
89800,1882,3914.56,3764,25.5,14959.1,0.0149591,8.37,5.250000
89900,1900,3952,3800,25.5,15102.173,0.015102173,8.39,5.130000
90000,1903,3958.24,3806,25.5,15126.019,0.015126019,8.39,5.130000
90100,1920,3993.6,3840,25.5,15261.143,0.015261143,8.39,5.190000
90200,1922,3997.76,3844,25.5,15277.04,0.01527704,8.39,5.250000
90300,1937,4028.96,3874,25.5,15396.268,0.015396268,8.39,5.000000
90400,1935,4024.8,3870,25.5,15380.371,0.015380371,8.39,5.130000
90500,1951,4058.08,3902,25.5,15507.547,0.015507547,8.39,5.250000
90600,1960,4076.8,3920,25.5,15579.084,0.015579084,8.39,5.130000
90700,1957,4070.56,3914,25.5,15555.238,0.015555238,8.39,5.130000
90800,1970,4097.6,3940,25.5,15658.569,0.015658569,8.39,5.190000
90900,1968,4093.44,3936,25.5,15642.672,0.015642672,8.39,5.250000
91000,1983,4124.64,3966,25.5,15761.9,0.0157619,8.39,5.250000
91100,1979,4116.32,3958,25.5,15730.106,0.015730106,8.39,5.250000
91200,1988,4135.04,3976,25.5,15801.642,0.015801642,8.39,5.190000
91300,2001,4162.08,4002,25.5,15904.973,0.015904973,8.39,5.190000
91400,1996,4151.68,3992,25.5,15865.23,0.01586523,8.39,5.000000
91500,2009,4178.72,4018,25.5,15968.561,0.015968561,8.39,5.000000
91600,2004,4168.32,4008,25.5,15928.818,0.015928818,8.39,5.190000
91700,2010,4180.8,4020,25.5,15976.509,0.015976509,8.39,5.190000
91800,2024,4209.92,4048,25.5,16087.789,0.016087789,8.39,5.250000
91900,2021,4203.68,4042,25.5,16063.943,0.016063943,8.37,5.250000
92000,2033,4228.64,4066,25.5,16159.325,0.016159325,8.39,5.250000
92100,2038,4239.04,4076,25.5,16199.068,0.016199068,8.39,5.190000
92200,2034,4230.72,4068,25.5,16167.274,0.016167274,8.39,5.250000
92300,2048,4259.84,4096,25.5,16278.553,0.016278553,8.39,5.250000
92400,2055,4274.4,4110,25.5,16334.192,0.016334192,8.39,5.250000
92500,2051,4266.08,4102,25.5,16302.398,0.016302398,8.39,5.190000
92600,2065,4295.2,4130,25.5,16413.678,0.016413678,8.39,5.190000
92700,2059,4282.72,4118,25.5,16365.987,0.016365987,8.39,5.130000
92800,2064,4293.12,4128,25.5,16405.729,0.016405729,8.39,5.000000
92900,2076,4318.08,4152,25.5,16501.111,0.016501111,8.39,5.130000
93000,2069,4303.52,4138,25.5,16445.472,0.016445472,8.39,5.190000
93100,2071,4307.68,4142,25.5,16461.369,0.016461369,8.39,5.310000
93200,2084,4334.72,4168,25.5,16564.699,0.016564699,8.39,5.250000
93300,2079,4324.32,4158,25.5,16524.957,0.016524957,8.39,5.190000
93400,2082,4330.56,4164,25.5,16548.802,0.016548802,8.39,5.130000
93500,2094,4355.52,4188,25.5,16644.184,0.016644184,8.39,5.000000
93600,2085,4336.8,4170,25.5,16572.648,0.016572648,8.39,5.060000
93700,2085,4336.8,4170,25.5,16572.648,0.016572648,8.39,5.000000
93800,2094,4355.52,4188,25.5,16644.184,0.016644184,8.39,5.130000
93900,2087,4340.96,4174,25.5,16588.545,0.016588545,8.39,5.190000
94000,2089,4345.12,4178,25.5,16604.442,0.016604442,8.39,5.250000
94100,2099,4365.92,4198,25.5,16683.927,0.016683927,8.39,5.250000
94200,2098,4363.84,4196,25.5,16675.979,0.016675979,8.39,5.060000
94300,2091,4349.28,4182,25.5,16620.339,0.016620339,8.39,5.250000
94400,2096,4359.68,4192,25.5,16660.081,0.016660081,8.39,4.880000
94500,2094,4355.52,4188,25.5,16644.184,0.016644184,8.39,5.190000
94600,2083,4332.64,4166,25.5,16556.751,0.016556751,8.39,5.060000
94700,2090,4347.2,4180,25.5,16612.39,0.01661239,8.39,5.130000
94800,2091,4349.28,4182,25.5,16620.339,0.016620339,8.39,5.060000
94900,2082,4330.56,4164,25.5,16548.802,0.016548802,8.39,5.190000
95000,2091,4349.28,4182,25.5,16620.339,0.016620339,8.39,5.130000
95100,2091,4349.28,4182,25.5,16620.339,0.016620339,8.39,5.060000
95200,2081,4328.48,4162,25.5,16540.854,0.016540854,8.39,5.190000
95300,2088,4343.04,4176,25.5,16596.493,0.016596493,8.39,4.880000
95400,2085,4336.8,4170,25.5,16572.648,0.016572648,8.39,5.130000
95500,2074,4313.92,4148,25.5,16485.214,0.016485214,8.39,5.060000
95600,2080,4326.4,4160,25.5,16532.905,0.016532905,8.39,5.060000
95700,2077,4320.16,4154,25.5,16509.06,0.01650906,8.39,4.880000
95800,2066,4297.28,4132,25.5,16421.626,0.016421626,8.39,4.940000
95900,2073,4311.84,4146,25.5,16477.266,0.016477266,8.39,4.880000
96000,2070,4305.6,4140,25.5,16453.42,0.01645342,8.39,4.940000
96100,2059,4282.72,4118,25.5,16365.987,0.016365987,8.39,4.820000
96200,2066,4297.28,4132,25.5,16421.626,0.016421626,8.39,5.060000
96300,2066,4297.28,4132,25.5,16421.626,0.016421626,8.39,5.130000
96400,2057,4278.56,4114,25.5,16350.09,0.01635009,8.39,5.130000
96500,2067,4299.36,4134,25.5,16429.575,0.016429575,8.39,5.310000
96600,2059,4282.72,4118,25.5,16365.987,0.016365987,8.39,5.190000
96700,2061,4286.88,4122,25.5,16381.884,0.016381884,8.39,4.940000
96800,2067,4299.36,4134,25.5,16429.575,0.016429575,8.39,5.060000
96900,2058,4280.64,4116,25.5,16358.038,0.016358038,8.39,5.130000
97000,2058,4280.64,4116,25.5,16358.038,0.016358038,8.39,5.310000
97100,2066,4297.28,4132,25.5,16421.626,0.016421626,8.39,5.190000
97200,2058,4280.64,4116,25.5,16358.038,0.016358038,8.39,5.310000
97300,2060,4284.8,4120,25.5,16373.935,0.016373935,8.39,5.130000
97400,2070,4305.6,4140,25.5,16453.42,0.01645342,8.39,5.000000
97500,2057,4278.56,4114,25.5,16350.09,0.01635009,8.39,5.000000
97600,2054,4272.32,4108,25.5,16326.244,0.016326244,8.39,5.130000
97700,2054,4272.32,4108,25.5,16326.244,0.016326244,8.39,5.060000
97800,2051,4266.08,4102,25.5,16302.398,0.016302398,8.39,4.760000
97900,2058,4280.64,4116,25.5,16358.038,0.016358038,8.39,5.130000
98000,2058,4280.64,4116,25.5,16358.038,0.016358038,8.39,4.760000
98100,2049,4261.92,4098,25.5,16286.501,0.016286501,8.39,5.060000
98200,2058,4280.64,4116,25.5,16358.038,0.016358038,8.39,5.130000
98300,2059,4282.72,4118,25.5,16365.987,0.016365987,8.39,5.310000
98400,2049,4261.92,4098,25.5,16286.501,0.016286501,8.39,5.000000
98500,2059,4282.72,4118,25.5,16365.987,0.016365987,8.39,5.060000
98600,2051,4266.08,4102,25.5,16302.398,0.016302398,8.39,5.190000
98700,2046,4255.68,4092,25.5,16262.656,0.016262656,8.39,5.130000
98800,2076,4318.08,4152,25.5,16501.111,0.016501111,8.37,6.420000
98900,2090,4347.2,4180,25.5,16612.39,0.01661239,8.37,6.360000
99000,2119,4407.52,4238,25.5,16842.897,0.016842897,8.37,6.420000
99100,2147,4465.76,4294,25.5,17065.456,0.017065456,8.37,5.930000
99200,2168,4509.44,4336,25.5,17232.374,0.017232374,8.37,6.300000
99300,2174,4521.92,4348,25.5,17280.065,0.017280065,8.37,6.300000
99400,2194,4563.52,4388,25.5,17439.036,0.017439036,8.37,5.990000
99500,2217,4611.36,4434,25.5,17621.851,0.017621851,8.37,5.990000
99600,2232,4642.56,4464,25.5,17741.079,0.017741079,8.37,6.300000
99700,2232,4642.56,4464,25.5,17741.079,0.017741079,8.37,6.180000
99800,2248,4675.84,4496,25.5,17868.255,0.017868255,8.37,6.180000
99900,2260,4700.8,4520,28,17963.637,0.017963637,8.37,6.050000
100000,2281,4744.48,4562,28,18130.556,0.018130556,8.37,6.180000
100100,2293,4769.44,4586,28,18225.938,0.018225938,8.37,6.300000
100200,2302,4788.16,4604,28,18297.475,0.018297475,8.37,6.120000
100300,2301,4786.08,4602,28,18289.526,0.018289526,8.37,6.300000
100400,2313,4811.04,4626,28,18384.909,0.018384909,8.37,6.300000
100500,2324,4833.92,4648,28,18472.342,0.018472342,8.37,6.180000
100600,2332,4850.56,4664,28,18535.93,0.01853593,8.37,6.300000
100700,2349,4885.92,4698,28,18671.055,0.018671055,8.37,5.990000
100800,2358,4904.64,4716,28,18742.592,0.018742592,8.37,5.930000
100900,2363,4915.04,4726,28,18782.334,0.018782334,8.37,6.120000
101000,2369,4927.52,4738,28,18830.025,0.018830025,8.37,6.050000
101100,2362,4912.96,4724,28,18774.386,0.018774386,8.37,6.240000
101200,2366,4921.28,4732,28,18806.18,0.01880618,8.37,6.240000
101300,2371,4931.68,4742,28,18845.922,0.018845922,8.37,6.180000
101400,2372,4933.76,4744,28,18853.871,0.018853871,8.37,6.240000
101500,2374,4937.92,4748,28,18869.768,0.018869768,8.37,6.050000
101600,2387,4964.96,4774,28,18973.099,0.018973099,8.37,6.300000
101700,2388,4967.04,4776,28,18981.047,0.018981047,8.37,5.870000
101800,2391,4973.28,4782,28,19004.893,0.019004893,8.37,6.050000
101900,2394,4979.52,4788,28,19028.738,0.019028738,8.37,5.990000
102000,2397,4985.76,4794,28,19052.584,0.019052584,8.37,6.300000
102100,2400,4992,4800,28,19076.429,0.019076429,8.37,5.990000
102200,2391,4973.28,4782,28,19004.893,0.019004893,8.37,6.300000
102300,2391,4973.28,4782,28,19004.893,0.019004893,8.37,6.240000
102400,2391,4973.28,4782,28,19004.893,0.019004893,8.37,6.180000
102500,2391,4973.28,4782,28,19004.893,0.019004893,8.37,6.180000
102600,2393,4977.44,4786,28,19020.79,0.01902079,8.37,6.120000
102700,2393,4977.44,4786,28,19020.79,0.01902079,8.37,6.180000
102800,2404,5000.32,4808,28,19108.223,0.019108223,8.37,5.990000
102900,2404,5000.32,4808,28,19108.223,0.019108223,8.37,5.930000
103000,2407,5006.56,4814,28,19132.069,0.019132069,8.37,5.990000
103100,2409,5010.72,4818,28,19147.966,0.019147966,8.37,6.300000
103200,2407,5006.56,4814,28,19132.069,0.019132069,8.37,6.180000
103300,2407,5006.56,4814,28,19132.069,0.019132069,8.37,6.300000
103400,2406,5004.48,4812,28,19124.12,0.01912412,8.37,6.050000
103500,2394,4979.52,4788,28,19028.738,0.019028738,8.37,5.930000
103600,2396,4983.68,4792,28,19044.635,0.019044635,8.37,5.930000
